timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-02T22:49:20,codecarbon,96513f3a-7b5c-40cd-ac2a-57169137cfcc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,6.359046799989301,5.2982720773033735e-05,8.331865205508926e-06,42.5,3.563805208107354,20.0,7.50488280554944e-05,6.29361614599977e-06,3.525993999994373e-05,0.00011660238420143791,United States,USA,georgia,,,Windows-10-10.0.26100-SP0,3.11.9,3.0.1,16,AMD Ryzen 9 7940HS w/ Radeon 780M Graphics,1,1 x NVIDIA GeForce RTX 4060 Laptop GPU,-84.2945,33.6163,31.21674346923828,machine,N,1.0
